1	1000	10
285	217	0	1
300	206	1	1
251	246	0	1
288	214	1	1
286	215	0	1
265	232	1	1
273	225	1	1
300	204	1	1
283	216	1	1
291	210	1	1
262	232	0	1
270	225	0	1
254	239	1	1
287	211	0	1
277	218	1	1
297	203	1	1
250	239	0	1
254	235	1	1
244	244	1	1
262	227	1	1
291	204	1	1
244	243	1	1
246	241	0	1
266	222	0	1
259	228	1	1
249	237	0	1
281	210	0	1
287	205	0	1
287	204	0	1
251	233	1	1
300	194	1	1
260	223	0	1
270	213	1	1
276	208	1	1
245	234	1	1
291	197	0	1
285	201	0	1
260	219	0	1
247	230	1	1
240	236	1	1
284	199	0	1
243	232	1	1
242	232	1	1
287	195	0	1
297	188	1	1
250	223	0	1
269	207	0	1
293	190	0	1
296	187	1	1
294	188	0	1
250	221	1	1
272	203	1	1
264	209	0	1
295	187	1	1
237	232	0	1
240	229	0	1
249	220	0	1
252	217	0	1
272	201	1	1
244	224	0	1
280	194	1	1
236	230	1	1
285	190	1	1
299	181	0	1
270	200	1	1
278	194	1	1
235	229	0	1
237	227	1	1
273	197	0	1
297	181	0	1
241	223	1	1
242	222	0	1
264	203	0	1
288	186	0	1
260	206	1	1
252	212	0	1
239	223	1	1
256	208	0	1
299	178	0	1
243	219	0	1
236	225	0	1
254	209	1	1
274	193	0	1
297	178	0	1
292	181	0	1
285	185	1	1
273	193	1	1
252	209	0	1
262	201	0	1
274	192	1	1
298	176	0	1
270	194	1	1
259	202	1	1
269	193	0	1
240	215	0	1
261	197	1	1
246	209	1	1
266	193	1	1
282	181	0	1
226	225	0	1
248	205	1	1
231	220	1	1
292	174	0	1
249	204	1	1
282	180	0	1
283	179	0	1
240	211	1	1
247	205	0	1
230	220	1	1
231	219	0	1
255	198	1	1
260	194	0	1
239	211	0	1
261	193	0	1
266	189	0	1
236	213	1	1
251	200	0	1
264	190	0	1
295	170	1	1
298	168	0	1
243	206	1	1
247	202	1	1
258	193	0	1
245	203	0	1
284	175	1	1
291	170	1	1
273	181	1	1
287	172	1	1
226	218	1	1
245	201	0	1
293	168	1	1
260	189	0	1
284	173	1	1
265	185	0	1
262	187	0	1
248	197	0	1
257	190	0	1
249	196	1	1
292	167	1	1
262	186	1	1
270	180	1	1
267	182	0	1
273	178	0	1
229	212	1	1
274	177	0	1
221	219	0	1
244	198	0	1
298	162	0	1
250	193	1	1
294	164	0	1
247	195	0	1
226	213	0	1
263	183	0	1
275	175	0	1
257	187	0	1
258	186	1	1
239	200	1	1
294	162	0	1
261	182	1	1
255	186	1	1
248	191	1	1
260	182	0	1
221	214	0	1
261	181	1	1
282	167	1	1
239	197	0	1
296	159	1	1
238	197	1	1
224	209	0	1
254	184	0	1
265	176	0	1
266	175	0	1
228	204	0	1
246	189	0	1
217	214	1	1
222	209	0	1
229	202	1	1
219	211	0	1
273	169	0	1
253	182	1	1
282	163	0	1
264	174	0	1
239	192	0	1
252	182	1	1
215	213	0	1
267	171	0	1
234	195	0	1
219	208	0	1
222	205	0	1
257	177	0	1
228	199	0	1
252	180	1	1
259	175	0	1
220	206	0	1
273	166	1	1
265	171	0	1
221	205	1	1
298	152	1	1
292	155	0	1
285	158	1	1
286	157	1	1
219	205	0	1
236	190	0	1
223	201	1	1
214	209	1	1
248	180	0	1
255	175	0	1
230	194	0	1
245	182	0	1
275	162	0	1
227	196	0	1
278	160	1	1
298	149	1	1
298	148	1	1
279	158	0	1
218	202	1	1
250	176	0	1
268	164	1	1
230	191	0	1
213	206	0	1
220	199	0	1
262	167	0	1
265	165	1	1
271	161	0	1
274	159	0	1
264	165	1	1
242	180	1	1
281	155	1	1
296	147	0	1
262	166	1	1
277	157	0	1
254	171	1	1
263	165	1	1
278	156	0	1
297	146	1	1
258	168	0	1
274	158	0	1
211	205	1	1
298	145	1	1
237	182	0	1
234	184	0	1
292	147	1	1
299	143	0	1
247	173	0	1
208	205	1	1
298	143	1	1
212	201	1	1
255	167	0	1
232	183	1	1
210	202	1	1
254	167	0	1
222	191	1	1
273	155	1	1
237	178	0	1
233	181	0	1
246	171	0	1
290	145	0	1
298	141	1	1
257	163	1	1
297	141	0	1
219	191	1	1
211	198	1	1
273	153	1	1
213	196	0	1
223	187	1	1
220	189	0	1
214	194	1	1
242	171	0	1
286	144	0	1
227	181	0	1
223	184	0	1
268	153	1	1
250	164	0	1
248	165	0	1
235	174	0	1
263	155	1	1
209	195	1	1
283	144	1	1
248	164	1	1
264	154	1	1
206	197	0	1
233	174	0	1
258	157	0	1
230	176	0	1
238	170	0	1
277	146	1	1
248	163	1	1
264	153	1	1
232	174	1	1
284	142	1	1
265	152	1	1
241	167	0	1
226	178	0	1
287	140	1	1
251	160	0	1
297	135	1	1
243	165	1	1
225	178	0	1
274	146	0	1
250	160	1	1
256	156	1	1
252	158	1	1
234	170	1	1
255	156	0	1
278	143	0	1
272	146	1	1
209	190	0	1
211	188	0	1
236	168	0	1
219	181	0	1
279	142	1	1
230	172	0	1
269	147	0	1
222	178	0	1
242	163	0	1
200	197	1	1
283	139	0	1
235	167	0	1
245	160	1	1
282	139	0	1
287	136	1	1
251	155	1	1
199	195	0	1
236	164	1	1
201	192	0	1
227	170	1	1
220	175	1	1
283	136	1	1
211	182	1	1
256	150	1	1
272	141	1	1
235	163	1	1
228	168	0	1
224	171	0	1
196	195	0	1
217	176	1	1
290	131	1	1
252	150	1	1
200	189	0	1
201	188	1	1
242	156	1	1
260	145	0	1
210	179	1	1
240	156	1	1
224	167	1	1
254	147	1	1
276	135	0	1
282	132	0	1
228	163	1	1
275	135	1	1
244	152	0	1
194	191	1	1
207	179	0	1
247	149	0	1
294	125	0	1
237	155	0	1
278	132	1	1
192	191	1	1
300	122	0	1
201	182	1	1
210	174	0	1
220	166	0	1
195	187	0	1
248	147	0	1
278	131	1	1
246	148	1	1
226	161	1	1
201	181	0	1
224	162	1	1
253	143	1	1
274	132	1	1
276	131	1	1
278	130	1	1
215	168	1	1
190	190	1	1
239	151	1	1
222	162	0	1
232	155	0	1
235	153	1	1
253	142	0	1
198	181	1	1
289	124	0	1
252	142	1	1
218	164	1	1
293	122	1	1
203	176	1	1
232	154	0	1
235	152	1	1
300	119	0	1
211	169	0	1
239	149	1	1
200	178	0	1
201	177	1	1
295	120	1	1
283	125	0	1
222	159	1	1
263	134	1	1
239	147	1	1
263	133	1	1
246	142	0	1
264	132	0	1
247	141	1	1
211	165	1	1
206	169	0	1
295	118	1	1
240	145	0	1
246	141	1	1
214	162	1	1
231	150	0	1
206	168	0	1
211	164	1	1
266	130	1	1
223	155	1	1
248	139	1	1
299	115	0	1
275	125	0	1
211	162	0	1
244	140	1	1
203	168	0	1
277	123	0	1
209	163	1	1
274	124	1	1
193	176	0	1
231	147	1	1
207	164	0	1
220	154	1	1
210	161	0	1
262	129	1	1
256	132	1	1
270	125	0	1
204	165	0	1
224	150	1	1
227	148	1	1
243	138	1	1
289	116	0	1
270	124	0	1
198	169	0	1
226	148	0	1
199	168	1	1
255	131	1	1
253	132	0	1
224	149	0	1
194	172	0	1
245	136	0	1
192	173	1	1
267	124	0	1
212	156	0	1
231	143	0	1
266	124	0	1
184	179	0	1
191	172	1	1
245	134	0	1
231	142	1	1
280	117	0	1
186	176	1	1
246	133	0	1
184	177	1	1
296	110	1	1
241	135	0	1
258	126	0	1
273	119	1	1
232	140	0	1
212	153	1	1
272	119	1	1
279	116	1	1
269	120	0	1
258	125	0	1
285	113	0	1
228	141	1	1
236	136	0	1
218	147	1	1
182	176	1	1
225	142	1	1
293	109	0	1
233	137	0	1
210	152	1	1
203	157	0	1
188	169	1	1
196	162	1	1
230	138	0	1
193	164	0	1
282	112	0	1
279	113	0	1
274	115	1	1
220	143	1	1
264	119	1	1
226	139	1	1
208	151	1	1
209	150	1	1
275	114	1	1
198	158	0	1
252	124	0	1
289	108	0	1
238	131	0	1
218	143	1	1
271	115	1	1
177	176	0	1
288	108	1	1
265	117	1	1
196	158	0	1
201	154	0	1
262	118	0	1
245	126	0	1
222	139	1	1
187	165	0	1
268	115	0	1
237	130	1	1
261	118	0	1
298	103	1	1
295	104	0	1
276	111	1	1
286	107	0	1
257	119	0	1
259	118	1	1
198	154	0	1
203	150	1	1
208	146	1	1
209	145	0	1
181	167	0	1
265	114	0	1
258	117	0	1
185	163	0	1
225	134	0	1
237	127	1	1
266	113	0	1
233	129	1	1
286	105	0	1
219	137	1	1
254	118	1	1
287	104	1	1
200	149	1	1
214	139	0	1
180	165	0	1
235	126	1	1
191	155	0	1
216	137	1	1
204	145	0	1
192	154	1	1
268	110	1	1
211	139	0	1
257	114	1	1
246	119	1	1
268	109	0	1
202	144	0	1
277	105	0	1
262	111	1	1
269	108	0	1
218	133	1	1
239	121	1	1
238	121	0	1
230	125	1	1
171	168	0	1
276	104	1	1
175	164	1	1
176	163	0	1
192	149	0	1
215	133	0	1
188	152	1	1
182	157	0	1
262	109	0	1
264	108	0	1
176	162	1	1
208	137	0	1
276	103	1	1
218	130	0	1
238	119	0	1
264	107	0	1
171	165	0	1
231	122	0	1
175	161	0	1
276	102	0	1
184	153	1	1
249	113	1	1
248	113	0	1
182	153	0	1
262	106	1	1
257	108	0	1
252	110	0	1
208	133	0	1
170	162	1	1
223	123	0	1
232	118	1	1
191	143	1	1
182	150	0	1
273	100	1	1
175	156	0	1
202	135	1	1
233	117	1	1
177	154	0	1
170	160	1	1
272	100	0	1
190	143	0	1
201	135	1	1
217	124	1	1
205	131	0	1
172	156	0	1
225	119	1	1
226	118	1	1
175	152	1	1
225	118	1	1
237	112	1	1
255	104	0	1
202	131	1	1
218	121	1	1
171	154	0	1
168	156	1	1
176	148	0	1
228	114	1	1
218	119	0	1
196	132	1	1
215	120	1	1
222	116	1	1
164	157	0	1
242	106	1	1
221	116	0	1
172	149	1	1
197	130	1	1
162	158	0	1
246	104	1	1
166	154	0	1
211	121	1	1
199	128	0	1
160	159	1	1
227	112	1	1
166	153	1	1
233	109	1	1
184	138	0	1
237	107	1	1
251	101	0	1
211	120	1	1
248	102	1	1
234	108	0	1
179	141	1	1
238	106	1	1
247	102	0	1
189	133	1	1
206	122	1	1
187	134	0	1
176	142	0	1
162	154	0	1
182	137	1	1
179	139	1	1
161	154	1	1
219	113	0	1
215	115	0	1
206	120	1	1
174	142	0	1
185	133	0	1
206	119	0	1
190	129	0	1
214	114	1	1
184	132	0	1
164	148	0	1
202	120	0	1
156	155	1	1
170	142	0	1
163	148	0	1
172	140	0	1
194	124	0	1
161	149	0	1
164	146	0	1
155	154	0	1
233	102	0	1
218	109	1	1
216	110	1	1
190	125	1	1
177	134	0	1
204	116	0	1
163	145	0	1
179	132	1	1
164	144	1	1
166	142	1	1
198	119	1	1
206	114	1	1
202	116	0	1
155	151	1	1
180	130	1	1
200	117	0	1
158	148	1	1
181	129	0	1
214	109	1	1
182	128	0	1
195	119	1	1
232	100	0	1
164	141	0	1
155	149	1	1
228	101	1	1
211	109	1	1
169	136	0	1
217	105	1	1
198	115	0	1
183	124	0	1
210	108	0	1
169	134	0	1
202	112	1	1
198	114	1	1
182	124	0	1
164	137	0	1
187	120	0	1
201	111	1	1
187	119	0	1
185	120	1	1
151	147	1	1
178	124	0	1
150	147	1	1
158	139	1	1
183	120	1	1
155	141	0	1
172	127	0	1
169	128	0	1
189	114	1	1
181	119	0	1
203	106	1	1
163	132	0	1
199	108	0	1
180	119	0	1
181	118	0	1
189	113	0	1
157	136	1	1
166	128	0	1
173	122	1	1
180	117	0	1
183	115	0	1
163	129	1	1
146	144	0	1
175	120	0	1
198	106	1	1
163	128	0	1
172	121	1	1
203	102	0	1
175	118	0	1
155	133	0	1
148	139	1	1
151	136	1	1
175	117	1	1
149	137	0	1
182	112	1	1
199	102	1	1
172	118	1	1
169	120	1	1
159	126	0	1
187	107	1	1
173	115	1	1
176	113	1	1
180	110	0	1
153	129	1	1
144	137	0	1
193	102	0	1
159	123	1	1
173	113	0	1
191	102	1	1
165	118	0	1
145	133	0	1
157	122	0	1
175	109	0	1
170	112	1	1
179	106	1	1
169	112	0	1
138	137	0	1
160	117	0	1
164	114	1	1
178	105	1	1
157	119	0	1
147	127	1	1
158	118	1	1
181	103	0	1
142	131	1	1
186	100	1	1
178	104	1	1
173	107	0	1
139	132	1	1
173	106	0	1
136	134	0	1
136	133	0	1
139	130	0	1
153	118	0	1
144	125	1	1
162	111	0	1
168	107	0	1
139	129	1	1
135	132	0	1
171	104	0	1
144	123	1	1
170	104	1	1
145	121	1	1
151	116	0	1
161	108	0	1
170	102	0	1
135	128	1	1
141	122	0	1
145	118	1	1
139	123	0	1
169	101	1	1
167	102	1	1
131	130	1	1
139	122	0	1
142	119	1	1
165	102	0	1
161	104	1	1
156	107	1	1
162	103	0	1
131	126	1	1
135	122	0	1
143	115	1	1
156	105	1	1
138	118	1	1
128	127	0	1
150	108	1	1
140	114	1	1
134	119	0	1
153	104	0	1
130	121	1	1
140	112	1	1
152	103	1	1
143	109	1	1
130	119	1	1
140	109	1	1
125	122	0	1
142	107	0	1
130	116	1	1
137	110	0	1
142	106	0	1
132	114	0	1
134	112	0	1
123	122	0	1
145	103	0	1
146	102	0	1
123	121	1	1
125	118	0	1
124	118	1	1
146	100	0	1
134	108	1	1
121	119	1	1
122	118	1	1
130	109	0	1
137	102	1	1
133	105	0	1
134	104	0	1
118	118	0	1
125	110	0	1
122	112	1	1
118	113	1	1
119	112	1	1
121	110	0	1
128	103	1	1
124	105	1	1
116	111	1	1
125	102	1	1
118	108	0	1
122	104	1	1
115	110	1	1
114	110	1	1
114	108	1	1
123	100	1	1
113	105	1	1
116	102	0	1
107	107	0	1
111	100	0	1
110	100	1	1


252	1000	1000
300	297	1	1
298	295	1	1
294	292	1	1
300	285	0	1
292	290	0	1
291	290	1	1
300	281	1	1
295	285	0	1
291	281	1	1
300	272	1	1
299	272	1	1
290	280	0	1
285	283	1	1
293	274	1	1
285	280	0	1
287	277	0	1
297	267	1	1
291	270	1	1
292	267	0	1
298	261	1	1
292	265	1	1
280	276	1	1
288	268	0	1
283	272	1	1
298	258	1	1
296	259	0	1
299	256	1	1
290	263	1	1
296	256	0	1
281	269	0	1
287	263	0	1
299	252	1	1
300	251	1	1
296	254	1	1
275	273	1	1
299	251	1	1
289	259	0	1
277	270	0	1
287	259	0	1
273	271	1	1
278	264	0	1
291	252	1	1
273	268	0	1
280	259	1	1
282	257	0	1
279	258	1	1
290	248	0	1
282	255	1	1
281	254	0	1
296	241	0	1
273	260	1	1
277	256	0	1
282	250	1	1
286	246	0	1
267	263	0	1
267	261	1	1
279	248	0	1
288	240	1	1
295	234	0	1
277	249	1	1
278	248	1	1
296	232	0	1
278	247	1	1
268	256	0	1
280	245	0	1
273	251	0	1
294	233	1	1
283	242	1	1
263	260	0	1
285	239	0	1
263	258	1	1
278	244	0	1
272	249	1	1
284	238	0	1
300	225	0	1
271	249	1	1
274	246	0	1
283	238	1	1
289	233	1	1
267	252	0	1
295	228	0	1
279	241	0	1
278	241	0	1
269	249	0	1
260	257	0	1
265	252	1	1
265	251	1	1
298	223	0	1
291	228	1	1
273	243	1	1
280	236	0	1
279	236	0	1
275	239	0	1
284	231	1	1
289	227	1	1
257	255	0	1
260	252	0	1
273	240	0	1
261	251	0	1
269	242	1	1
279	233	0	1
283	229	1	1
284	228	1	1
264	245	0	1
268	241	0	1
269	240	0	1
278	232	0	1
260	248	1	1
277	232	1	1
289	222	0	1
269	237	0	1
258	247	1	1
295	216	1	1
266	239	0	1
256	248	1	1
259	245	0	1
282	225	0	1
283	223	1	1
291	216	1	1
278	226	0	1
279	225	0	1
281	223	0	1
292	214	1	1
289	216	1	1
260	240	1	1
270	231	1	1
252	247	0	1
289	215	0	1
271	229	0	1
287	216	1	1
297	208	1	1
275	224	1	1
263	234	0	1
293	210	0	1
271	227	1	1
250	246	1	1
279	220	1	1
289	212	1	1
252	243	1	1
253	242	1	1
267	229	1	1
268	228	0	1
279	219	0	1
284	215	1	1
282	216	0	1
254	239	0	1
256	237	1	1
251	241	0	1
299	202	1	1
286	211	0	1
260	232	0	1
253	237	0	1
275	218	1	1
276	217	1	1
247	242	0	1
249	240	0	1
275	217	0	1
255	234	1	1
256	233	1	1
257	232	1	1
277	215	0	1
250	238	0	1
253	235	1	1
280	211	0	1
288	204	0	1
283	207	1	1
276	212	0	1
244	239	1	1
245	238	0	1
283	206	0	1
259	225	0	1
272	214	1	1
267	218	0	1
247	235	1	1
271	213	0	1
252	229	1	1
240	240	1	1
292	197	0	1
299	192	0	1
288	199	1	1
248	231	0	1
273	209	0	1
292	195	0	1
261	218	1	1
294	193	0	1
275	206	0	1
239	237	0	1
273	206	0	1
291	193	0	1
284	197	1	1
242	231	0	1
282	198	1	1
271	206	0	1
267	209	0	1
252	221	0	1
273	204	0	1
247	225	0	1
275	202	0	1
295	188	1	1
273	203	1	1
277	200	1	1
272	203	1	1
264	209	0	1
290	190	0	1
270	204	1	1
276	199	1	1
243	226	0	1
282	194	1	1
281	194	0	1
250	218	1	1
244	223	0	1
253	215	0	1
261	208	1	1
287	189	1	1
244	222	0	1
245	221	1	1
253	214	1	1
300	180	1	1
241	224	0	1
279	193	1	1
294	183	1	1
251	214	1	1
245	219	1	1
256	209	0	1
274	195	0	1
254	210	1	1
296	180	1	1
283	188	0	1
274	194	1	1
271	196	0	1
260	204	1	1
242	219	0	1
251	211	0	1
262	202	0	1
294	180	0	1
278	189	1	1
268	196	0	1
242	217	1	1
269	195	1	1
267	196	0	1
254	206	1	1
284	184	1	1
243	215	1	1
230	227	0	1
268	194	1	1
261	199	0	1
269	193	1	1
254	204	1	1
256	202	1	1
269	192	0	1
253	204	1	1
228	226	0	1
280	184	0	1
232	222	1	1
234	220	0	1
289	178	1	1
257	200	0	1
270	190	1	1
232	221	1	1
269	190	1	1
297	172	1	1
266	192	1	1
263	194	1	1
277	184	0	1
247	206	0	1
275	185	0	1
272	186	1	1
284	178	0	1
243	208	1	1
276	183	0	1
290	174	0	1
295	171	1	1
225	224	0	1
252	200	0	1
234	215	0	1
242	207	1	1
234	214	1	1
235	213	0	1
255	196	0	1
238	210	0	1
240	208	0	1
272	183	0	1
250	199	0	1
238	209	0	1
251	198	1	1
227	218	1	1
286	173	0	1
263	188	1	1
290	170	0	1
238	207	1	1
247	199	1	1
279	176	1	1
271	181	0	1
225	218	0	1
291	168	1	1
270	181	0	1
227	215	1	1
258	189	0	1
255	190	1	1
252	192	0	1
227	213	0	1
245	197	1	1
294	164	0	1
277	174	0	1
228	211	1	1
249	193	1	1
258	186	1	1
271	177	1	1
247	194	1	1
236	203	1	1
270	177	0	1
223	214	1	1
298	160	0	1
236	202	0	1
227	210	0	1
245	194	1	1
220	216	1	1
297	160	0	1
276	172	1	1
277	171	1	1
222	213	0	1
240	197	1	1
276	171	0	1
251	188	1	1
259	182	0	1
289	163	1	1
249	189	0	1
245	192	1	1
249	188	1	1
272	172	0	1
287	163	1	1
236	198	0	1
296	157	1	1
230	202	1	1
219	212	0	1
232	200	1	1
224	207	0	1
272	170	0	1
230	201	1	1
261	177	0	1
285	162	1	1
276	167	1	1
227	203	1	1
253	182	0	1
218	211	1	1
240	191	0	1
238	192	0	1
247	185	0	1
261	175	0	1
245	186	1	1
288	158	0	1
250	182	0	1
257	177	0	1
291	156	1	1
218	208	1	1
225	201	0	1
251	180	1	1
258	175	0	1
295	153	1	1
294	153	1	1
219	205	0	1
272	165	0	1
293	153	0	1
246	182	0	1
214	209	0	1
215	207	1	1
243	183	1	1
255	174	0	1
241	184	0	1
225	197	0	1
267	166	0	1
265	167	0	1
280	158	1	1
219	202	0	1
221	200	1	1
232	190	1	1
216	204	1	1
246	179	0	1
258	170	1	1
269	163	0	1
234	187	1	1
244	179	1	1
213	205	0	1
278	157	0	1
216	202	1	1
277	157	0	1
237	183	1	1
234	185	0	1
222	195	1	1
250	173	0	1
235	184	1	1
298	145	1	1
270	160	0	1
244	177	0	1
218	198	1	1
258	167	1	1
269	160	1	1
223	193	0	1
283	152	0	1
260	165	0	1
241	178	1	1
210	204	1	1
262	163	1	1
233	183	1	1
223	191	1	1
280	152	1	1
278	153	1	1
291	146	0	1
208	204	0	1
237	179	0	1
293	144	1	1
234	180	1	1
242	174	0	1
284	148	0	1
240	175	1	1
280	150	1	1
247	170	1	1
244	172	0	1
224	187	1	1
274	152	0	1
230	181	0	1
205	203	1	1
297	140	1	1
212	196	0	1
209	198	1	1
252	164	0	1
273	151	1	1
298	138	0	1
255	161	1	1
293	140	1	1
217	189	1	1
265	154	1	1
272	150	0	1
287	142	1	1
277	147	1	1
212	192	1	1
214	190	0	1
202	201	0	1
206	197	1	1
274	148	1	1
219	185	0	1
244	166	1	1
263	154	1	1
270	150	1	1
259	156	0	1
202	199	0	1
242	166	1	1
277	145	0	1
224	179	0	1
213	188	1	1
276	145	0	1
238	168	1	1
293	136	1	1
252	158	1	1
205	194	0	1
284	140	0	1
206	193	1	1
288	138	1	1
207	192	1	1
290	137	1	1
235	169	1	1
262	151	1	1
241	164	1	1
280	141	1	1
276	143	0	1
298	132	1	1
211	186	1	1
212	185	0	1
199	197	0	1
203	193	1	1
215	182	0	1
240	163	0	1
204	191	0	1
242	161	0	1
268	145	0	1
264	147	0	1
281	138	1	1
213	182	0	1
217	178	1	1
266	145	0	1
257	150	0	1
264	146	0	1
215	179	0	1
267	144	1	1
230	167	0	1
241	159	1	1
273	140	1	1
249	153	0	1
215	177	1	1
242	157	0	1
253	150	0	1
271	140	1	1
298	127	1	1
276	137	0	1
217	174	0	1
226	167	1	1
222	170	1	1
212	178	1	1
262	144	0	1
290	130	0	1
207	182	1	1
277	136	1	1
267	141	1	1
294	128	0	1
198	190	1	1
287	131	1	1
211	178	1	1
298	126	1	1
279	134	0	1
267	140	0	1
221	169	0	1
226	165	1	1
206	181	1	1
230	162	0	1
268	139	0	1
258	144	1	1
232	160	0	1
285	130	0	1
239	155	0	1
234	158	1	1
242	152	1	1
250	147	1	1
200	183	0	1
215	170	1	1
281	130	0	1
255	143	0	1
225	162	1	1
296	123	0	1
210	173	1	1
239	152	1	1
206	176	1	1
200	181	0	1
270	134	0	1
253	143	1	1
246	147	1	1
215	168	0	1
197	183	1	1
237	152	0	1
217	166	1	1
259	139	0	1
240	150	1	1
251	143	0	1
236	152	0	1
227	158	0	1
296	121	1	1
286	125	1	1
238	150	1	1
258	138	1	1
299	119	0	1
291	122	1	1
261	136	0	1
246	144	1	1
200	177	1	1
270	131	0	1
297	119	0	1
190	186	1	1
234	151	0	1
237	149	1	1
197	179	0	1
282	125	0	1
279	126	1	1
249	141	0	1
295	119	1	1
260	135	1	1
290	121	1	1
285	123	1	1
200	175	1	1
193	181	1	1
286	122	1	1
228	153	1	1
198	176	1	1
264	132	1	1
216	161	0	1
224	155	1	1
259	134	1	1
209	166	0	1
246	141	0	1
228	152	1	1
296	117	0	1
234	148	0	1
188	184	0	1
298	116	1	1
216	160	0	1
213	162	0	1
246	140	1	1
269	128	1	1
242	142	1	1
260	132	1	1
258	133	1	1
214	160	0	1
218	157	0	1
257	133	1	1
239	143	0	1
253	135	0	1
220	155	0	1
286	119	1	1
210	162	1	1
191	178	1	1
204	166	1	1
209	162	1	1
186	182	1	1
191	177	0	1
258	131	0	1
216	156	1	1
293	115	1	1
298	113	1	1
244	138	0	1
259	130	1	1
237	142	1	1
242	139	0	1
285	118	0	1
295	114	1	1
205	164	0	1
206	163	1	1
295	113	1	1
292	114	1	1
190	175	1	1
195	170	1	1
240	138	0	1
264	125	0	1
300	110	1	1
226	146	0	1
282	117	0	1
239	138	0	1
206	160	0	1
221	149	1	1
224	147	1	1
197	167	1	1
243	135	1	1
187	175	0	1
282	116	0	1
221	148	0	1
215	152	1	1
230	142	0	1
216	151	0	1
213	153	1	1
243	134	0	1
205	158	1	1
279	116	1	1
265	122	1	1
232	139	0	1
219	147	0	1
253	127	0	1
189	170	0	1
251	128	1	1
272	118	0	1
241	133	0	1
204	157	1	1
258	124	1	1
242	132	1	1
203	157	0	1
263	121	1	1
186	171	0	1
195	163	1	1
280	113	0	1
285	111	1	1
205	154	0	1
281	112	0	1
226	139	1	1
275	114	0	1
206	152	1	1
292	107	0	1
254	123	0	1
211	148	1	1
208	150	1	1
182	171	0	1
299	104	0	1
285	109	1	1
261	119	0	1
187	166	1	1
263	118	1	1
282	110	1	1
191	162	1	1
269	115	0	1
259	119	1	1
285	108	0	1
270	114	0	1
232	132	1	1
200	153	0	1
297	103	1	1
275	111	1	1
213	143	1	1
290	105	0	1
223	136	1	1
212	143	1	1
300	101	1	1
261	116	1	1
224	135	0	1
256	118	0	1
258	117	0	1
274	110	1	1
269	112	0	1
239	126	0	1
253	119	1	1
198	152	0	1
263	114	1	1
270	111	0	1
227	132	0	1
208	144	0	1
288	104	1	1
201	149	0	1
230	130	1	1
209	143	1	1
180	166	0	1
226	132	1	1
213	140	1	1
288	103	1	1
272	109	0	1
204	145	1	1
224	132	1	1
177	167	0	1
197	150	0	1
276	107	1	1
205	144	1	1
220	134	1	1
183	161	0	1
275	107	0	1
245	120	0	1
255	115	1	1
287	102	1	1
261	112	0	1
231	126	1	1
290	100	0	1
221	131	0	1
201	144	0	1
289	100	1	1
283	102	0	1
223	129	1	1
183	157	0	1
179	160	0	1
215	133	1	1
183	156	0	1
179	159	0	1
229	124	0	1
176	161	0	1
185	153	1	1
216	131	0	1
179	158	1	1
169	167	1	1
261	108	0	1
193	146	1	1
258	109	0	1
180	156	1	1
242	116	0	1
173	162	1	1
226	124	1	1
233	120	1	1
232	120	0	1
219	127	0	1
168	165	1	1
191	145	1	1
236	117	1	1
260	106	0	1
169	163	1	1
267	103	1	1
198	138	0	1
265	103	0	1
176	155	1	1
241	113	1	1
245	111	1	1
194	140	0	1
181	150	1	1
201	135	1	1
208	130	0	1
240	112	1	1
251	107	0	1
213	126	1	1
225	119	1	1
209	128	0	1
234	114	0	1
180	148	0	1
197	135	0	1
223	119	0	1
260	102	0	1
212	125	0	1
170	155	1	1
233	113	0	1
225	117	0	1
260	101	1	1
190	138	1	1
245	107	0	1
252	104	1	1
262	100	1	1
191	137	1	1
251	104	0	1
246	106	0	1
258	101	1	1
171	152	1	1
195	133	0	1
164	158	0	1
204	127	0	1
196	132	1	1
186	139	1	1
172	150	1	1
230	112	0	1
236	109	1	1
247	104	1	1
214	120	1	1
196	131	0	1
207	124	0	1
247	103	1	1
160	159	1	1
239	106	1	1
177	143	1	1
253	100	0	1
196	129	1	1
200	126	1	1
227	111	0	1
247	102	0	1
185	136	0	1
211	119	1	1
248	101	1	1
214	117	0	1
176	142	0	1
159	157	0	1
164	152	1	1
186	134	0	1
176	141	0	1
159	156	0	1
162	153	0	1
215	115	0	1
240	103	0	1
220	112	0	1
162	152	1	1
214	115	1	1
184	133	0	1
210	116	0	1
158	154	1	1
243	100	0	1
229	106	0	1
231	105	0	1
187	129	0	1
241	100	0	1
207	116	0	1
198	121	1	1
164	146	0	1
215	111	1	1
174	137	0	1
189	126	1	1
207	115	0	1
199	119	0	1
201	117	1	1
204	115	0	1
186	126	0	1
219	107	0	1
165	142	0	1
221	106	1	1
177	132	1	1
231	101	0	1
177	131	1	1
155	149	1	1
224	103	1	1
183	126	0	1
176	131	1	1
180	128	0	1
164	140	1	1
191	120	0	1
161	142	1	1
197	116	0	1
184	124	1	1
169	135	0	1
200	114	0	1
153	149	1	1
155	147	0	1
198	115	1	1
221	103	1	1
159	143	1	1
160	142	0	1
216	105	1	1
184	123	1	1
215	105	1	1
212	106	1	1
210	107	1	1
206	109	0	1
182	123	0	1
150	149	0	1
194	115	0	1
160	139	1	1
151	147	1	1
187	118	1	1
208	106	1	1
212	104	1	1
154	143	0	1
218	101	1	1
207	106	0	1
189	116	1	1
171	128	0	1
152	144	1	1
